3;;2;;SI;;AT01 Punutuma;;ATPUN230;;230/69;;57.0;;PUN230;;2A260;;PUN069;;B475;;60.0;;230.0;;69.0;;0.0031;;0.1025;;0.0;;0.09225;;1.0;;0.9;;1.1;;0.0125;;33.6;;0.0;;-1.7855;;0.1271;;66.0;;YNynd1
3;;4;;SI;;AT01 San José;;ATSJO230;;230/115;;71.0;;SJO230;;nan;;SJO115;;A191;;75.0;;230.0;;115.0;;0.002604;;0.0602753;;0.002604;;0.0602753;;0.925;;0.85;;1.05;;0.0125;;48.0;;0.0;;-1.4777;;0.1564;;90.0;;YNynd1
3;;2;;SI;;AT01 Sucre;;ATSUC230;;230/69;;57.0;;SUC230;;2A220;;SUC069;;SUC6A180;;60.0;;230.0;;69.0;;0.0026;;0.1025;;0.0;;0.09225;;1.0;;0.9;;1.1;;0.0125;;33.6;;0.0;;-1.0802;;0.121;;66.0;;YNynd1
6;;6;;NO;;AT01 Telamayu;;ATTEL069;;69/44;;12.64;;TEL069;;B491;;TEL044;;nan;;13.3;;69.0;;44.0;;0.0038;;0.0313;;0.0;;0.028;;1.0;;0.95;;1.05;;0.025;;0.0;;0.0;;-0.544;;0.0312;;nan;;YNynd
3;;2;;SI;;AT01 Urubó;;ATURU230;;230/69;;142.5;;URU230;;nan;;URU069;;6A180;;150.0;;230.0;;69.0;;0.00287;;0.1013;;0.0;;0.09117;;1.0;;0.9;;1.1;;0.0125;;69.0;;0.0;;-1.1769;;0.1304;;165.0;;YNynd1
3;;4;;SI;;AT01 Valle Hermoso;;ATVHE230;;230/115;;142.5;;VHE230;;Z156,Z157;;VHE115;;A144,A145;;150.0;;230.0;;115.0;;0.0020535;;0.086325;;0.0020535;;0.086325;;1.0;;0.85;;1.05;;0.0125;;71.39;;0.0;;-2.6289;;0.2445;;180.0;;YNynd1
3;;4;;SI;;AT01 Vinto;;ATVIN11501;;120/72;;24.0;;VIN115;;A231, A236;;VIN069;;B251, B252;;25.0;;120.0;;72.0;;0.001824;;0.0245;;0.001824;;0.020825;;1.0;;0.8;;1.1;;0.01;;16.95;;0.0;;-0.2281;;0.0534;;32.5;;Ynynd1
3;;4;;SI;;AT02 Vinto;;ATVIN11502;;120/72;;24.0;;VIN115;;A234, A235;;VIN069;;B253, B254;;25.0;;120.0;;72.0;;0.0018175;;0.0245;;0.0018175;;0.020825;;1.0;;0.8;;1.1;;0.01;;17.287;;0.0;;-0.2281;;0.0534;;32.5;;Ynynd1
3;;4;;SI;;AT01 Vinto;;ATVIN230;;230/115;;95.0;;VIN230;;nan;;VIN115;;nan;;100.0;;230.0;;115.0;;0.002472;;0.085325;;0.002472;;0.085325;;1.0;;0.85;;1.05;;0.0125;;36.16;;0.0;;-1.3151;;0.1599;;120.0;;YNynd1
3;;4;;SI;;AT01 Catavi;;ATCAT116;;120/73;;78.6507352941177;;CAT115;;nan;;CAT069;;nan;;82.6735294117647;;184.772058823529;;90.0294117647059;;0.00234670808823529;;0.0657014404411765;;0.00132317867647059;;0.0648225801470588;;1.00643382352941;;0.860992647058824;;1.07794117647059;;0.0130257352941177;;36.7810851764706;;-3.66470588235294;;-1.03612867647059;;0.127353455882353;;105.866666666667;;YNynd1
5;;4;;SI;;AT01 Guaracachi;;ATGCH23003;;230/69;;80.549705882353;;GCH230;;Z660;;GCH069;;B657;;84.6647058823529;;186.230392156863;;91.4117647058824;;0.00231004558823529;;0.0656699769607843;;0.00130592794117647;;0.0657196093137255;;1.00845588235294;;0.859867647058823;;1.07803921568627;;0.0130102941176471;;36.9713076078431;;-4.71176470588235;;-1.01567696078431;;0.128996892156863;;108.2;;YNynd1
5;;4;;SI;;AT02 Guaracachi;;ATGCH23004;;230/69;;82.4486764705883;;GCH230;;Z659;;GCH069;;B658;;86.6558823529412;;187.688725490196;;92.7941176470588;;0.00227338308823529;;0.0656385134803922;;0.00128867720588235;;0.0666166384803922;;1.01047794117647;;0.858742647058823;;1.07813725490196;;0.0129948529411765;;37.1615300392157;;-5.75882352941174;;-0.99522524509804;;0.130640328431373;;110.533333333333;;YNynd1
2;;1;;NO;;AT01 Kenko;;ATKEN11503;;115/69;;84.3476470588236;;KEN115;;A3-370;;KEN069;;B3-371;;88.6470588235294;;189.147058823529;;94.1764705882353;;0.00223672058823529;;0.06560705;;0.00127142647058823;;0.0675136676470588;;1.0125;;0.857617647058823;;1.07823529411765;;0.0129794117647059;;37.3517524705882;;-6.80588235294114;;-0.974773529411766;;0.132283764705882;;112.866666666667;;YNyn0
2;;1;;NO;;AT02 Kenko;;ATKEN11504;;115/69;;86.2466176470589;;KEN115;;A3-380;;KEN069;;B3-381;;90.6382352941176;;190.605392156863;;95.5588235294118;;0.00220005808823529;;0.0655755865196079;;0.00125417573529412;;0.0684106968137255;;1.01452205882353;;0.856492647058823;;1.07833333333333;;0.0129639705882353;;37.5419749019608;;-7.85294117647054;;-0.954321813725491;;0.133927200980392;;115.2;;YNyn0
6;;5;;NO;;AT01 Landara;;ATLAN070;;69/45;;88.1455882352942;;LAN069;;nan;;LAN044;;C443;;92.6294117647059;;192.063725490196;;96.9411764705882;;0.00216339558823529;;0.0655441230392157;;0.001236925;;0.0693077259803922;;1.01654411764706;;0.855367647058823;;1.07843137254902;;0.0129485294117647;;37.7321973333333;;-8.90000000000004;;-0.933870098039217;;0.135570637254902;;117.533333333333;;YNynd
2;;4;;SI;;AT01 Mazocruz;;ATMAZ231;;230/116;;90.0445588235295;;MAZ231;;Z310,Z312;;MAZ116;;nan;;94.6205882352941;;193.522058823529;;98.3235294117647;;0.00212673308823529;;0.0655126595588235;;0.00121967426470588;;0.0702047551470588;;1.01856617647059;;0.854242647058823;;1.07852941176471;;0.0129330882352941;;37.9224197647059;;-9.94705882352944;;-0.913418382352942;;0.137214073529412;;119.866666666667;;YNynd1
6;;4;;SI;;AT01 Potosí;;ATPOT116;;120/73;;91.9435294117647;;POT116;;A432;;POT070;;B509;;96.6117647058823;;194.980392156863;;99.7058823529412;;0.00209007058823529;;0.0654811960784314;;0.00120242352941176;;0.0711017843137255;;1.02058823529412;;0.853117647058823;;1.07862745098039;;0.0129176470588235;;38.1126421960784;;-10.9941176470588;;-0.892966666666668;;0.138857509803922;;122.2;;YNynd1
3;;2;;SI;;AT01 Punutuma;;ATPUN231;;230/69;;93.8425;;PUN231;;2A180;;PUN070;;B543;;98.6029411764706;;196.438725490196;;101.088235294118;;0.00205340808823529;;0.0654497325980392;;0.00118517279411765;;0.0719988134803922;;1.02261029411765;;0.851992647058823;;1.07872549019608;;0.0129022058823529;;38.302864627451;;-12.0411764705882;;-0.872514950980393;;0.140500946078431;;124.533333333333;;YNynd1
3;;4;;SI;;AT01 San José;;ATSJO231;;230/115;;95.7414705882352;;SJO230;;nan;;SJO115;;A192;;100.594117647059;;197.897058823529;;102.470588235294;;0.00201674558823529;;0.0654182691176471;;0.00116792205882353;;0.0728958426470588;;1.02463235294118;;0.850867647058823;;1.07882352941176;;0.0128867647058824;;38.4930870588235;;-13.0882352941176;;-0.852063235294119;;0.142144382352941;;126.866666666667;;YNynd1
3;;2;;SI;;AT01 Sucre;;ATSUC231;;230/69;;97.6404411764705;;SUC231;;2A140;;SUC070;;SUC6A181;;102.585294117647;;199.355392156863;;103.852941176471;;0.00198008308823529;;0.0653868056372549;;0.00115067132352941;;0.0737928718137255;;1.02665441176471;;0.849742647058823;;1.07892156862745;;0.0128713235294118;;38.6833094901961;;-14.135294117647;;-0.831611519607844;;0.143787818627451;;129.2;;YNynd1
6;;6;;NO;;AT01 Telamayu;;ATTEL070;;69/45;;99.5394117647058;;TEL070;;B492;;TEL045;;nan;;104.576470588235;;200.813725490196;;105.235294117647;;0.00194342058823529;;0.0653553421568628;;0.00113342058823529;;0.0746899009803922;;1.02867647058824;;0.848617647058823;;1.07901960784314;;0.0128558823529412;;38.8735319215686;;-15.1823529411764;;-0.81115980392157;;0.145431254901961;;131.533333333333;;YNynd
3;;2;;SI;;AT01 Urubó;;ATURU231;;230/161;;101.438382352941;;URU230;;nan;;URU069;;6A181;;106.567647058824;;202.272058823529;;106.617647058823;;0.00190675808823529;;0.0653238786764706;;0.00111616985294118;;0.0755869301470588;;1.03069852941176;;0.847492647058823;;1.07911764705882;;0.0128404411764706;;39.0637543529412;;-16.2294117647058;;-0.790708088235295;;0.147074691176471;;133.866666666667;;YNynd1
3;;4;;SI;;AT01 Valle Hermoso;;ATVHE231;;230/207;;103.337352941176;;VHE231;;Z156,Z158;;VHE116;;A144,A146;;108.558823529412;;203.730392156863;;108.0;;0.00187009558823529;;0.0652924151960784;;0.00109891911764706;;0.0764839593137255;;1.03272058823529;;0.846367647058824;;1.07921568627451;;0.012825;;39.2539767843137;;-17.2764705882352;;-0.770256372549021;;0.14871812745098;;136.2;;YNynd1
3;;4;;SI;;AT01 Vinto;;ATVIN11501;;120/72;;105.236323529412;;VIN115;;A231, A237;;VIN069;;B251, B253;;110.55;;205.188725490196;;109.382352941176;;0.00183343308823529;;0.0652609517156863;;0.00108166838235294;;0.0773809884803922;;1.03474264705882;;0.845242647058823;;1.0793137254902;;0.0128095588235294;;39.4441992156863;;-18.3235294117647;;-0.749804656862747;;0.15036156372549;;138.533333333333;;YNynd1
3;;4;;SI;;AT02 Vinto;;ATVIN11502;;120/72;;107.135294117647;;VIN115;;A234, A236;;VIN069;;B253, B255;;112.541176470588;;206.647058823529;;110.764705882353;;0.00179677058823529;;0.0652294882352941;;0.00106441764705882;;0.0782780176470588;;1.03676470588235;;0.844117647058823;;1.07941176470588;;0.0127941176470588;;39.6344216470588;;-19.3705882352941;;-0.729352941176472;;0.152005;;140.866666666667;;YNynd1
3;;4;;SI;;AT01 Vinto;;ATVIN230;;230/116;;109.034264705882;;VIN230;;nan;;VIN115;;nan;;114.532352941176;;208.105392156863;;112.147058823529;;0.00176010808823529;;0.065198024754902;;0.00104716691176471;;0.0791750468137255;;1.03878676470588;;0.842992647058823;;1.07950980392157;;0.0127786764705882;;39.8246440784314;;-20.4176470588235;;-0.708901225490198;;0.15364843627451;;143.2;;YNynd1
3;;4;;SI;;AT01 Catavi;;ATCAT117;;120/74;;110.933235294118;;CAT115;;nan;;CAT069;;nan;;116.523529411765;;209.563725490196;;113.529411764706;;0.00172344558823529;;0.0651665612745098;;0.00102991617647059;;0.0800720759803922;;1.04080882352941;;0.841867647058823;;1.07960784313725;;0.0127632352941177;;40.0148665098039;;-21.4647058823529;;-0.688449509803923;;0.15529187254902;;145.533333333333;;YNynd1
5;;4;;SI;;AT01 Guaracachi;;ATGCH23005;;230/69;;112.832205882353;;GCH230;;Z658;;GCH069;;B659;;118.514705882353;;211.022058823529;;114.911764705882;;0.00168678308823529;;0.0651350977941177;;0.00101266544117647;;0.0809691051470588;;1.04283088235294;;0.840742647058823;;1.07970588235294;;0.0127477941176471;;40.2050889411765;;-22.5117647058823;;-0.667997794117649;;0.156935308823529;;147.866666666667;;YNynd1
5;;4;;SI;;AT02 Guaracachi;;ATGCH23006;;230/69;;114.731176470588;;GCH230;;Z657;;GCH069;;B660;;120.505882352941;;212.480392156863;;116.294117647059;;0.00165012058823529;;0.0651036343137255;;0.000995414705882353;;0.0818661343137255;;1.04485294117647;;0.839617647058823;;1.07980392156863;;0.0127323529411765;;40.395311372549;;-23.5588235294117;;-0.647546078431374;;0.158578745098039;;150.2;;YNynd1
2;;1;;NO;;AT01 Kenko;;ATKEN11505;;115/69;;116.630147058824;;KEN115;;A3-390;;KEN069;;B3-391;;122.497058823529;;213.938725490196;;117.676470588235;;0.00161345808823529;;0.0650721708333333;;0.000978163970588235;;0.0827631634803922;;1.046875;;0.838492647058823;;1.0799019607843099;;0.0127169117647059;;40.5855338039216;;-24.6058823529411;;-0.6270943627451;;0.160222181372549;;152.533333333333;;YNyn0
2;;1;;NO;;AT02 Kenko;;ATKEN11506;;115/69;;118.529117647059;;KEN115;;A3-400;;KEN069;;B3-401;;124.488235294118;;215.397058823529;;119.058823529412;;0.00157679558823529;;0.0650407073529412;;0.000960913235294117;;0.0836601926470588;;1.04889705882353;;0.837367647058823;;1.08;;0.0127014705882353;;40.7757562352941;;-25.6529411764705;;-0.606642647058825;;0.161865617647059;;154.866666666667;;YNyn0
6;;5;;NO;;AT01 Landara;;ATLAN071;;69/46;;120.428088235294;;LAN069;;nan;;LAN044;;C444;;126.479411764706;;216.855392156863;;120.441176470588;;0.00154013308823529;;0.065009243872549;;0.0009436625;;0.0845572218137255;;1.05091911764706;;0.836242647058823;;1.08009803921569;;0.0126860294117647;;40.9659786666667;;-26.7;;-0.586190931372551;;0.163509053921569;;157.2;;YNynd
2;;4;;SI;;AT01 Mazocruz;;ATMAZ232;;230/117;;122.327058823529;;MAZ232;;Z310,Z313;;MAZ117;;nan;;128.470588235294;;218.313725490196;;121.823529411765;;0.00150347058823529;;0.0649777803921569;;0.000926411764705882;;0.0854542509803922;;1.05294117647059;;0.835117647058823;;1.08019607843137;;0.0126705882352941;;41.1562010980392;;-27.7470588235294;;-0.565739215686276;;0.165152490196078;;159.533333333333;;YNynd1
6;;4;;SI;;AT01 Potosí;;ATPOT117;;120/74;;124.226029411765;;POT117;;A433;;POT071;;B577;;130.461764705882;;219.772058823529;;123.205882352941;;0.00146680808823529;;0.0649463169117647;;0.000909161029411765;;0.0863512801470588;;1.05496323529412;;0.833992647058823;;1.08029411764706;;0.0126551470588235;;41.3464235294118;;-28.7941176470588;;-0.545287500000002;;0.166795926470588;;161.866666666667;;YNynd1
3;;2;;SI;;AT01 Punutuma;;ATPUN232;;230/69;;126.125;;PUN232;;2A100;;PUN071;;B611;;132.452941176471;;221.230392156863;;124.588235294118;;0.00143014558823529;;0.0649148534313726;;0.000891910294117647;;0.0872483093137255;;1.05698529411765;;0.832867647058823;;1.08039215686275;;0.0126397058823529;;41.5366459607843;;-29.8411764705882;;-0.524835784313727;;0.168439362745098;;164.2;;YNynd1
3;;4;;SI;;AT01 San José;;ATSJO232;;230/115;;128.023970588235;;SJO230;;nan;;SJO115;;A193;;134.444117647059;;222.688725490196;;125.970588235294;;0.00139348308823529;;0.0648833899509804;;0.000874659558823529;;0.0881453384803922;;1.05900735294118;;0.831742647058823;;1.08049019607843;;0.0126242647058824;;41.7268683921569;;-30.8882352941176;;-0.504384068627453;;0.170082799019608;;166.533333333333;;YNynd1
3;;2;;SI;;AT01 Sucre;;ATSUC232;;230/69;;129.922941176471;;SUC232;;2A60;;SUC071;;SUC6A182;;136.435294117647;;224.147058823529;;127.352941176471;;0.00135682058823529;;0.0648519264705882;;0.000857408823529412;;0.0890423676470588;;1.06102941176471;;0.830617647058823;;1.08058823529412;;0.0126088235294118;;41.9170908235294;;-31.935294117647;;-0.483932352941179;;0.171726235294118;;168.866666666667;;YNynd1
6;;6;;NO;;AT01 Telamayu;;ATTEL071;;69/46;;131.821911764706;;TEL071;;B493;;TEL046;;nan;;138.426470588235;;225.605392156863;;128.735294117647;;0.00132015808823529;;0.0648204629901961;;0.000840158088235294;;0.0899393968137255;;1.06305147058824;;0.829492647058823;;1.0806862745098;;0.0125933823529412;;42.107313254902;;-32.9823529411764;;-0.463480637254904;;0.173369671568627;;171.2;;YNynd
3;;2;;SI;;AT01 Urubó;;ATURU232;;230/253;;133.720882352941;;URU230;;nan;;URU069;;6A182;;140.417647058823;;227.063725490196;;130.117647058823;;0.00128349558823529;;0.0647889995098039;;0.000822907352941176;;0.0908364259803922;;1.06507352941176;;0.828367647058823;;1.08078431372549;;0.0125779411764706;;42.2975356862745;;-34.0294117647058;;-0.44302892156863;;0.175013107843137;;173.533333333333;;YNynd1
3;;4;;SI;;AT01 Valle Hermoso;;ATVHE232;;230/299;;135.619852941176;;VHE232;;Z156,Z159;;VHE117;;A144,A147;;142.408823529412;;228.522058823529;;131.5;;0.00124683308823529;;0.0647575360294118;;0.000805656617647059;;0.0917334551470588;;1.06709558823529;;0.827242647058823;;1.08088235294118;;0.0125625;;42.487758117647;;-35.0764705882352;;-0.422577205882355;;0.176656544117647;;175.866666666667;;YNynd1
3;;4;;SI;;AT01 Vinto;;ATVIN11501;;120/72;;137.518823529412;;VIN115;;A231, A238;;VIN069;;B251, B254;;144.4;;229.980392156863;;132.882352941176;;0.00121017058823529;;0.0647260725490196;;0.000788405882352941;;0.0926304843137255;;1.06911764705882;;0.826117647058823;;1.08098039215686;;0.0125470588235294;;42.6779805490196;;-36.1235294117647;;-0.402125490196081;;0.178299980392157;;178.2;;YNynd1
3;;4;;SI;;AT02 Vinto;;ATVIN11502;;120/72;;139.417794117647;;VIN115;;A234, A237;;VIN069;;B253, B256;;146.391176470588;;231.438725490196;;134.264705882353;;0.00117350808823529;;0.0646946090686275;;0.000771155147058823;;0.0935275134803922;;1.07113970588235;;0.824992647058823;;1.08107843137255;;0.0125316176470588;;42.8682029803921;;-37.1705882352941;;-0.381673774509805;;0.179943416666667;;180.533333333333;;YNynd1
3;;4;;SI;;AT01 Vinto;;ATVIN230;;230/117;;141.316764705882;;VIN230;;nan;;VIN115;;nan;;148.382352941176;;232.897058823529;;135.647058823529;;0.00113684558823529;;0.0646631455882353;;0.000753904411764706;;0.0944245426470588;;1.07316176470588;;0.823867647058823;;1.08117647058824;;0.0125161764705882;;43.0584254117647;;-38.2176470588235;;-0.361222058823535;;0.181586852941177;;182.866666666667;;YNynd1
3;;4;;SI;;AT01 Catavi;;ATCAT118;;120/75;;143.215735294118;;CAT115;;nan;;CAT069;;nan;;150.373529411765;;234.355392156863;;137.029411764706;;0.00110018308823529;;0.0646316821078431;;0.000736653676470588;;0.0953215718137255;;1.07518382352941;;0.822742647058823;;1.08127450980392;;0.0125007352941177;;43.2486478431372;;-39.2647058823529;;-0.340770343137255;;0.183230289215686;;185.2;;YNynd1
5;;4;;SI;;AT01 Guaracachi;;ATGCH23007;;230/69;;145.114705882353;;GCH230;;Z656;;GCH069;;B661;;152.364705882353;;235.813725490196;;138.411764705882;;0.00106352058823529;;0.064600218627451;;0.00071940294117647;;0.0962186009803922;;1.07720588235294;;0.821617647058823;;1.08137254901961;;0.0124852941176471;;43.4388702745098;;-40.3117647058823;;-0.320318627450985;;0.184873725490196;;187.533333333333;;YNynd1
5;;4;;SI;;AT02 Guaracachi;;ATGCH23008;;230/69;;147.013676470589;;GCH230;;Z655;;GCH069;;B662;;154.355882352941;;237.272058823529;;139.794117647059;;0.00102685808823529;;0.0645687551470588;;0.000702152205882353;;0.0971156301470588;;1.07922794117647;;0.820492647058823;;1.08147058823529;;0.0124698529411765;;43.6290927058823;;-41.3588235294117;;-0.299866911764705;;0.186517161764706;;189.866666666667;;YNynd1
2;;1;;NO;;AT01 Kenko;;ATKEN11507;;115/69;;148.912647058824;;KEN115;;A3-410;;KEN069;;B3-411;;156.34705882353;;238.730392156863;;141.176470588235;;0.000990195588235294;;0.0645372916666667;;0.000684901470588235;;0.0980126593137255;;1.08125;;0.819367647058823;;1.08156862745098;;0.0124544117647059;;43.8193151372548;;-42.4058823529411;;-0.279415196078435;;0.188160598039216;;192.2;;YNyn0
2;;1;;NO;;AT02 Kenko;;ATKEN11508;;115/69;;150.811617647059;;KEN115;;A3-420;;KEN069;;B3-421;;158.338235294118;;240.188725490196;;142.558823529412;;0.000953533088235294;;0.0645058281862745;;0.000667650735294118;;0.0989096884803922;;1.08327205882353;;0.818242647058823;;1.08166666666667;;0.0124389705882353;;44.0095375686275;;-43.4529411764705;;-0.258963480392155;;0.189804034313726;;194.533333333333;;YNyn0
6;;5;;NO;;AT01 Landara;;ATLAN072;;69/47;;152.710588235294;;LAN069;;nan;;LAN044;;C445;;160.329411764706;;241.647058823529;;143.941176470588;;0.000916870588235294;;0.0644743647058824;;0.0006504;;0.0998067176470588;;1.08529411764706;;0.817117647058824;;1.08176470588235;;0.0124235294117647;;44.1997599999999;;-44.4999999999999;;-0.238511764705885;;0.191447470588235;;196.866666666667;;YNynd
2;;4;;SI;;AT01 Mazocruz;;ATMAZ233;;230/118;;154.60955882353;;MAZ233;;Z310,Z314;;MAZ118;;nan;;162.320588235294;;243.105392156863;;145.323529411765;;0.000880208088235294;;0.0644429012254902;;0.000633149264705882;;0.100703746813725;;1.08731617647059;;0.815992647058823;;1.08186274509804;;0.0124080882352941;;44.3899824313726;;-45.5470588235294;;-0.218060049019615;;0.193090906862745;;199.2;;YNynd1
6;;4;;SI;;AT01 Potosí;;ATPOT118;;120/75;;156.508529411765;;POT118;;A434;;POT072;;B645;;164.311764705883;;244.563725490196;;146.705882352941;;0.000843545588235294;;0.064411437745098;;0.000615898529411768;;0.101600775980392;;1.08933823529412;;0.814867647058823;;1.08196078431373;;0.0123926470588235;;44.580204862745;;-46.5941176470588;;-0.197608333333335;;0.194734343137255;;201.533333333333;;YNynd1
3;;2;;SI;;AT01 Punutuma;;ATPUN233;;230/69;;158.4075;;PUN233;;2A20;;PUN072;;B679;;166.302941176471;;246.022058823529;;148.088235294118;;0.000806883088235294;;0.0643799742647059;;0.000598647794117648;;0.102497805147059;;1.09136029411765;;0.813742647058823;;1.08205882352941;;0.0123772058823529;;44.7704272941177;;-47.6411764705882;;-0.177156617647065;;0.196377779411765;;203.866666666667;;YNynd1
3;;4;;SI;;AT01 San José;;ATSJO233;;230/115;;160.306470588236;;SJO230;;nan;;SJO115;;A194;;168.294117647059;;247.480392156863;;149.470588235294;;0.000770220588235294;;0.0643485107843137;;0.000581397058823528;;0.103394834313725;;1.09338235294118;;0.812617647058824;;1.0821568627451;;0.0123617647058824;;44.9606497254901;;-48.6882352941176;;-0.156704901960785;;0.198021215686275;;206.2;;YNynd1
3;;2;;SI;;AT01 Sucre;;ATSUC233;;230/69;;162.205441176471;;SUC233;;2A20;;SUC072;;SUC6A183;;170.285294117647;;248.938725490196;;150.852941176471;;0.000733558088235294;;0.0643170473039216;;0.000564146323529408;;0.104291863480392;;1.09540441176471;;0.811492647058824;;1.08225490196078;;0.0123463235294118;;45.1508721568627;;-49.735294117647;;-0.136253186274515;;0.199664651960784;;208.533333333333;;YNynd1
6;;6;;NO;;AT01 Telamayu;;ATTEL072;;69/47;;164.104411764706;;TEL072;;B494;;TEL047;;nan;;172.276470588236;;250.397058823529;;152.235294117647;;0.000696895588235294;;0.0642855838235294;;0.000546895588235298;;0.105188892647059;;1.09742647058823;;0.810367647058823;;1.08235294117647;;0.0123308823529412;;45.3410945882353;;-50.7823529411764;;-0.115801470588235;;0.201308088235294;;210.866666666667;;YNynd
3;;2;;SI;;AT01 Urubó;;ATURU233;;230/345;;166.003382352942;;URU230;;nan;;URU069;;6A183;;174.267647058824;;251.855392156863;;153.617647058823;;0.000660233088235294;;0.0642541203431373;;0.000529644852941178;;0.106085921813725;;1.09944852941176;;0.809242647058823;;1.08245098039216;;0.0123154411764706;;45.5313170196079;;-51.8294117647058;;-0.0953497549019648;;0.202951524509804;;213.2;;YNynd1
3;;4;;SI;;AT01 Valle Hermoso;;ATVHE233;;230/391;;167.902352941177;;VHE233;;Z156,Z160;;VHE118;;A144,A148;;176.258823529412;;253.313725490196;;155.0;;0.000623570588235294;;0.0642226568627451;;0.000512394117647058;;0.106982950980392;;1.10147058823529;;0.808117647058823;;1.08254901960784;;0.0123;;45.7215394509804;;-52.8764705882352;;-0.0748980392156848;;0.204594960784314;;215.533333333333;;YNynd1
3;;4;;SI;;AT01 Vinto;;ATVIN11501;;120/72;;169.801323529412;;VIN115;;A231, A239;;VIN069;;B251, B255;;178.25;;254.772058823529;;156.382352941176;;0.000586908088235293;;0.0641911933823529;;0.000495143382352938;;0.107879980147059;;1.10349264705882;;0.806992647058823;;1.08264705882353;;0.0122845588235294;;45.9117618823529;;-53.9235294117647;;-0.0544463235294148;;0.206238397058823;;217.866666666667;;YNynd1
